Wall time,Step,Value
1763710233.126979,0,0.10671692341566086
1763710377.7430212,1,0.08669248223304749
1763710522.8328643,2,0.08262274414300919
1763710668.4438844,3,0.08028427511453629
1763710816.040936,4,0.07862238585948944
1763710964.157164,5,0.07730332016944885
1763711108.5475028,6,0.07613861560821533
1763711253.1432633,7,0.0753462016582489
1763711402.3143392,8,0.07515933364629745
1763711550.3035269,9,0.07393817603588104
1763711683.4218059,10,0.07379594445228577
1763711823.7899036,11,0.0730643942952156
1763711967.7264125,12,0.0728134736418724
1763712114.3338664,13,0.07256854325532913
1763712261.0032544,14,0.07229092717170715
1763712404.7036283,15,0.07182388007640839
1763712551.383481,16,0.07176049798727036
1763712698.4535518,17,0.07124665379524231
1763712835.6252909,18,0.07082422077655792
1763712980.2638435,19,0.07083681970834732
1763713122.3391492,20,0.07080266624689102
1763713265.5361078,21,0.07109225541353226
1763713412.9362762,22,0.07030314207077026
1763713555.2676525,23,0.07019549608230591
1763713701.7495394,24,0.06980534642934799
1763713847.5607424,25,0.06978567689657211
1763713995.0813322,26,0.06966300308704376
1763714143.389948,27,0.06969168782234192
1763714291.8633535,28,0.06962254643440247
1763714437.1820643,29,0.06978163868188858
1763714584.6114445,30,0.06939058005809784
1763714730.4114122,31,0.06924406439065933
1763714869.9721029,32,0.06929423660039902
1763715015.8138177,33,0.06974611431360245
1763715160.9632747,34,0.06888259202241898
1763715308.3488057,35,0.06857574731111526
1763715454.7414556,36,0.06863240897655487
1763715601.508288,37,0.06848563253879547
1763715747.8272765,38,0.06826342642307281
1763715892.3262997,39,0.06813433766365051
1763716035.404208,40,0.06708164513111115
1763716178.986767,41,0.06685200333595276
1763716323.0039394,42,0.06671340018510818
1763716470.3268943,43,0.06679290533065796
1763716616.8669856,44,0.06652307510375977
1763716765.2862709,45,0.06649744510650635
1763716913.667994,46,0.06651843339204788
1763717061.4107902,47,0.06630001962184906
1763717207.9322624,48,0.06657877564430237
1763717354.7568939,49,0.06617473810911179
1763717503.853249,50,0.06628851592540741
1763717651.1124222,51,0.06607896834611893
1763717798.2845793,52,0.06609037518501282
1763717944.3902519,53,0.06634265184402466
1763718091.3277278,54,0.06577301025390625
1763718237.9135675,55,0.06578414887189865
1763718385.0496101,56,0.06552855670452118
1763718534.1335075,57,0.06640718877315521
1763718683.0827498,58,0.06543966382741928
1763718830.3899312,59,0.0656733289361
1763718977.4377062,60,0.06599938124418259
1763719124.8141487,61,0.06579630076885223
1763719274.0366275,62,0.06563641875982285
1763719421.6606176,63,0.06541094928979874
1763719569.6792223,64,0.06555686891078949
1763719718.204216,65,0.06520694494247437
1763719865.6377652,66,0.06500797718763351
1763720012.5846736,67,0.06515437364578247
1763720160.4553163,68,0.06516416370868683
1763720307.2831907,69,0.06505684554576874
1763720453.396874,70,0.06513365358114243
1763720601.8195894,71,0.06492703408002853
1763720748.032429,72,0.06494921445846558
1763720897.954318,73,0.06494592875242233
1763721045.575553,74,0.06475912034511566
1763721193.0951684,75,0.06473777443170547
1763721341.7994626,76,0.06467809528112411
1763721490.6854804,77,0.06465325504541397
1763721638.7429135,78,0.06471146643161774
1763721786.423656,79,0.0646892711520195
1763721933.1421876,80,0.06381433457136154
1763722080.5069904,81,0.06366261839866638
1763722228.704915,82,0.06364179402589798
1763722376.0367982,83,0.06350256502628326
1763722524.5884984,84,0.063621386885643
1763722671.737823,85,0.06356976926326752
1763722823.0605013,86,0.06338274478912354
1763722970.521156,87,0.0634797066450119
1763723118.4659133,88,0.06332393735647202
1763723265.4447474,89,0.06329303979873657
1763723408.5403695,90,0.0635727122426033
1763723556.1061168,91,0.06326432526111603
1763723703.0857725,92,0.06319870054721832
1763723851.0565667,93,0.06315913051366806
1763723998.597196,94,0.06313501298427582
1763724145.7213922,95,0.06328260898590088
1763724293.6171145,96,0.06368888169527054
1763724441.368438,97,0.06292589008808136
1763724588.6054955,98,0.06307095289230347
1763724734.245769,99,0.06288109719753265
